k_id	gene_id
K15082	OCG11124
K15029	OCG11125
K12481	OCG11132
K00698	OCG11133
K22213	OCG11134
K07045	OCG11134
K17868	OCG11136
K16575	OCG11149
K12765	OCG11149
K14405	OCG11151
K15190	OCG11154
K22602	OCG11164
K06062	OCG11168
K21141	OCG11171
K09191	OCG11179
K10686	OCG11182
K00809	OCG11182
K18184	OCG11183
K09667	OCG11184
K05986	OCG11188
K18188	OCG11192
K07517	OCG11195
K00419	OCG11196
K02986	OCG11209
K20288	OCG11215
K24814	OCG11218
K20353	OCG11222
K03504	OCG11225
K04393	OCG11227
K17785	OCG11228
K22278	OCG11230
K00343	OCG11233
K11676	OCG11243
K07126	OCG11244
K07243	OCG11248
K14572	OCG11250
K18696	OCG11276
K17967	OCG11285
K19950	OCG11294
K20471	OCG11300
K23553	OCG11300
K14772	OCG11308
K00948	OCG11315
K15202	OCG11321
K06927	OCG11325
K20521	OCG11336
K20989	OCG11339
K20059	OCG11383
K00547	OCG11396
K06269	OCG11412
K00626	OCG11416
K11684	OCG11419
K06675	OCG11421
K02987	OCG11427
K18669	OCG11431
K12177	OCG11432
K12609	OCG11438
K18185	OCG11440
K14796	OCG11442
K14827	OCG11462
K22448	OCG11475
K07497	OCG11477
K00965	OCG11502
K19900	OCG11526
K20372	OCG11531
K12188	OCG11538
K00948	OCG11558
K09243	OCG11561
K02987	OCG11563
K00914	OCG11565
K02646	OCG11571
K17967	OCG11574
K14569	OCG11577
K21632	OCG11583
K09265	UNI0009
K02260	UNI0017
K21850	UNI0025
K08739	UNI0026
K22724	UNI0031
K06875	UNI0031
K06677	UNI0041
K14774	UNI0042
K11238	UNI0046
K12897	UNI0048
K14796	UNI0056
K01082	UNI0060
K14306	UNI0071
K01807	UNI0076
K11294	UNI0079
K12472	UNI0109
K22448	UNI0112
K14307	UNI0127
K00940	UNI0132
K03231	UNI0133
K20353	UNI0135
K04802	UNI0137
K16732	UNI0143
K03264	UNI0145
K14300	UNI0146
K23499	UNI0148
K20361	UNI0161
K20102	UNI0169
K21767	UNI0179
K09964	UNI0186
K14833	UNI0196
K17807	UNI0204
K06116	UNI0208
K19270	UNI0208
K18670	UNI0210
K11294	UNI0215
K01180	UNI0232
K02987	UNI0252
K17778	UNI0257
K21141	UNI0258
K00133	UNI0275
K18716	UNI0286
K11095	UNI0305
K14813	UNI0310
K11644	UNI0324
K03305	UNI0332
K09481	UNI0344
K14213	UNI0356
K17086	UNI0362
K08334	UNI0362
K22493	UNI0364
K08288	UNI0365
K02365	UNI0375
K08197	UNI0394
K10572	UNI0395
K11866	UNI0396
K01262	UNI0416
K14817	UNI0432
K22278	UNI0440
K03380	UNI0441
K11269	UNI0446
K17906	UNI0450
K06268	UNI0451
K03781	UNI0455
K07497	UNI0457
K11778	UNI0471
K14796	UNI0471
K00122	UNI0472
K03327	UNI0484
K15445	UNI0488
K00698	UNI0509
K22278	UNI0510
K02971	UNI0513
K17497	UNI0551
K14015	UNI0555
K10413	UNI0560
K19564	UNI0581
K01866	UNI0594
K01638	UNI0604
K05767	UNI0609
K14288	UNI0612
K00844	UNI0618
K03754	UNI0620
K01251	UNI0626
K14328	UNI0654
K19900	UNI0655
K11231	UNI0667
K12827	UNI0674
K02331	UNI0680
K14815	UNI0688
K19816	UNI0695
K11558	UNI0702
K17945	UNI0710
K20361	UNI0717
K07375	UNI0719
K08711	UNI0720
K22913	UNI0721
K03008	UNI0724
K18468	UNI0727
K02989	UNI0746
K02365	UNI0756
K14848	UNI0768
K14827	UNI0777
K01239	UNI0789
K00560	UNI0794
K15710	UNI0797
K02143	UNI0798
K21751	UNI0800
K00940	UNI0805
K02151	UNI0806
K07078	UNI0811
K10761	UNI0827
K05841	UNI0829
K08711	UNI0833
K09568	UNI0835
K01802	UNI0835
K06911	UNI0840
K13220	UNI0844
K14552	UNI0845
K17945	UNI0852
K20353	UNI0865
K19983	UNI0877
K02516	UNI0880
K02903	UNI0885
K14306	UNI0886
K04079	UNI0897
K00600	UNI0906
K02987	UNI0907
K14568	UNI0924
K09467	UNI0927
K15275	UNI0931
K17408	UNI0931
K09425	UNI0934
K14307	UNI0940
K14312	UNI0947
K14794	UNI0973
K22493	UNI0975
K04567	UNI0976
K15414	UNI0978
K09667	UNI0988
K23553	UNI0995
K12176	UNI1006
K20989	UNI1012
K08331	UNI1013
K22493	UNI1026
K01114	UNI1035
K01725	UNI1043
K19985	UNI1054
K03593	UNI1060
K02936	UNI1063
K00240	UNI1070
K14862	UNI1074
K03782	UNI1076
K00294	UNI1078
K17866	UNI1089
K17782	UNI1092
K00641	UNI1093
K14405	UNI1098
K14817	UNI1099
K18749	UNI1106
K13113	UNI1125
K16261	UNI1135
K17945	UNI1137
K01483	UNI1147
K18669	UNI1149
K11252	UNI1155
K18423	UNI1161
K13333	UNI1164
K14306	UNI1165
K12604	UNI1169
K23541	UNI1171
K08493	UNI1195
K22448	UNI1205
K22493	UNI1212
K00002	UNI1215
K18107	UNI1215
K01180	UNI1218
K11322	UNI1220
K03457	UNI1238
K09291	UNI1245
K14328	UNI1263
K13179	UNI1265
K10669	UNI1266
K00287	UNI1266
K07375	UNI1268
K21850	UNI1269
K08497	UNI1270
K02893	UNI1271
K02838	UNI1272
K15304	UNI1279
K10842	UNI1289
K11654	UNI1297
K01115	UNI1312
K19001	UNI1315
K01867	UNI1324
K09958	UNI1330
K21141	UNI1340
K02978	UNI1359
K18716	UNI1361
K14321	UNI1361
K13690	UNI1363
K15174	UNI1379
K02942	UNI1391
K15222	UNI1407
K03327	UNI1409
K14840	UNI1412
K01228	UNI1415
K14307	UNI1416
K09140	UNI1418
K10846	UNI1424
K17795	UNI1443
K18178	UNI1453
K20989	UNI1462
K19487	UNI1478
K02925	UNI1481
K03137	UNI1482
K01755	UNI1488
K22493	UNI1494
K08064	UNI1518
K19564	UNI1524
K08192	UNI1525
K06661	UNI1537
K20521	UNI1550
K02365	UNI1555
K07497	UNI1568
K21850	UNI1574
K05236	UNI1578
K06210	UNI1586
K02978	UNI1591
K11558	UNI1593
K21641	UNI1606
K08064	UNI1607
K00967	UNI1610
K01695	UNI1612
K01817	UNI1612
K15363	UNI1624
K16261	UNI1628
K07200	UNI1631
K20180	UNI1649
K01268	UNI1659
K00809	UNI1659
K06911	UNI1674
K09966	UNI1677
K18188	UNI1679
K20471	UNI1681
K24826	UNI1686
K00573	UNI1687
K19791	UNI1701
K02179	UNI1724
K03013	UNI1745
K17945	UNI1747
K02685	UNI1755
K06680	UNI1756
K03164	UNI1758
K22855	UNI1765
K14328	UNI1768
K11231	UNI1770
K02519	UNI1771
K09242	UNI1777
K20184	UNI1791
K03448	UNI1793
K01082	UNI1794
K07401	UNI1803
K21989	UNI1804
K00641	UNI1829
K14328	UNI1831
K03949	UNI1845
K19487	UNI1846
K24814	UNI1850
K09424	UNI1850
K01771	UNI1852
K14307	UNI1855
K01637	UNI1866
K06685	UNI1871
K01809	UNI1877
K24726	UNI1884
K18466	UNI1891
K14262	UNI1904
K16261	UNI1905
K01265	UNI1906
K07126	UNI1918
K12399	UNI1932
K19985	UNI1936
K01082	UNI1949
K23516	UNI1957
K12350	UNI1957
K15075	UNI2002
K01196	UNI2013
K07393	UNI2013
K12608	UNI2017
K12846	UNI2018
K00297	UNI2028
K23334	UNI2031
K02873	UNI2035
K06699	UNI2037
K20286	UNI2037
K23553	UNI2045
K18177	UNI2049
K00589	UNI2057
K14306	UNI2065
K01689	UNI2066
K06013	UNI2075
K14521	UNI2079
K21850	UNI2086
K03231	UNI2095
K20353	UNI2109
K14861	UNI2115
K15171	UNI2121
K19852	UNI2150
K13108	UNI2152
K03522	UNI2157
K14307	UNI2161
K02272	UNI2162
K11126	UNI2166
K02876	UNI2167
K18715	UNI2174
K18721	UNI2174
K20404	UNI2180
K20989	UNI2190
K03094	UNI2197
K20102	UNI2206
K00626	UNI2210
K11253	UNI2215
K03353	UNI2216
K15777	UNI2223
K14007	UNI2224
K24029	UNI2232
K01679	UNI2237
K00626	UNI2243
K22493	UNI2247
K17675	UNI2254
K11251	UNI2257
K08874	UNI2262
K14861	UNI2264
K03457	UNI2273
K19791	UNI2274
K15156	UNI2279
K00600	UNI2281
K09493	UNI2283
K02139	UNI2300
K00859	UNI2301
K07252	UNI2305
K00949	UNI2305
K02730	UNI2306
K02893	UNI2309
K01824	UNI2316
K07078	UNI2345
K20521	UNI2361
K17945	UNI2362
K00537	UNI2375
K03030	UNI2385
K02355	UNI2393
K08711	UNI2411
K15901	UNI2412
K15176	UNI2414
K20279	UNI2425
K01551	UNI2428
K09478	UNI2439
K10706	UNI2440
K14007	UNI2445
K06681	UNI2460
K08342	UNI2466
K09660	UNI2471
K02987	UNI2480
K20989	UNI2491
K24348	UNI2494
K10839	UNI2502
K07204	UNI2514
K14770	UNI2516
K15040	UNI2519
K24194	UNI2550
K13343	UNI2558
K01637	UNI2571
K22733	UNI2585
K02991	UNI2589
K01476	UNI2596
K14328	UNI2597
K14539	UNI2601
K00793	UNI2602
K10842	UNI2604
K22493	UNI2617
K08874	UNI2618
K22278	UNI2626
K02144	UNI2632
K03320	UNI2637
K18638	UNI2653
K14328	UNI2660
K03231	UNI2661
K14328	UNI2663
K14307	UNI2664
K09467	UNI2672
K06944	UNI2685
K19881	UNI2688
K08197	UNI2691
K11096	UNI2696
K12662	UNI2699
K03457	UNI2714
K02995	UNI2721
K19986	UNI2723
K07750	UNI2728
K02325	UNI2731
K13137	UNI2732
K05349	UNI2738
K24726	UNI2743
K15728	UNI2744
K20989	UNI2749
K20306	UNI2771
K02259	UNI2784
K01887	UNI2787
K11360	UNI2815
K20989	UNI2822
K03189	UNI2828
K17887	UNI2843
K11252	UNI2847
K00586	UNI2862
K20048	UNI2872
K20307	UNI2877
K01078	UNI2883
K11984	UNI2886
K00940	UNI2892
K12609	UNI2899
K15333	UNI2911
K11360	UNI2922
K14537	UNI2924
K12834	UNI2936
K20521	UNI2943
K04063	UNI2956
K08497	UNI2974
K12177	UNI2976
K22686	UNI2980
K11292	UNI2992
K23562	UNI2993
K08711	UNI3003
K23979	UNI3003
K22493	UNI3016
K11558	UNI3036
K12846	UNI3044
K08197	UNI3049
K11253	UNI3058
K07300	UNI3069
K14307	UNI3071
K06911	UNI3074
K14817	UNI3077
K20181	UNI3078
K03014	UNI3084
K03247	UNI3093
K00927	UNI3101
K01279	UNI3102
K01114	UNI3126
K07034	UNI3128
K17292	UNI3134
K17080	UNI3146
K12856	UNI3160
K17945	UNI3164
K02893	UNI3188
K11373	UNI3194
K13950	UNI3194
K20361	UNI3194
K03380	UNI3200
K08342	UNI3204
K18721	UNI3210
K18716	UNI3212
K14822	UNI3216
K00858	UNI3222
K14306	UNI3243
K18722	UNI3270
K03849	UNI3283
K08711	UNI3304
K23979	UNI3304
K02266	UNI3314
K24160	UNI3317
K03255	UNI3325
K01336	UNI3335
K13127	UNI3338
K00873	UNI3362
K00030	UNI3381
K20471	UNI3392
K12581	UNI3413
K06961	UNI3420
K03231	UNI3422
K07203	UNI3433
K18584	UNI3433
K20989	UNI3436
K19791	UNI3448
K22493	UNI3450
K00389	UNI3452
K15201	UNI3455
K08343	UNI3459
K02183	UNI3469
K13448	UNI3469
K01178	UNI3473
K11578	UNI3481
K19564	UNI3487
K14328	UNI3492
K15544	UNI3496
K02877	UNI3504
K01657	UNI3509
K15026	UNI3518
K01082	UNI3526
K12614	UNI3543
K10956	UNI3547
K11118	UNI3550
K00942	UNI3551
K21850	UNI3554
K00986	UNI3559
K07304	UNI3560
K14307	UNI3567
K14772	UNI3569
K22493	UNI3574
K07562	UNI3576
K01490	UNI3579
K12609	UNI3584
K01951	UNI3591
K01771	UNI3592
K11254	UNI3604
K09265	UNI3613
K09250	UNI3615
K02953	UNI3620
K20311	UNI3621
K02874	UNI3627
K15040	UNI3630
K03347	UNI3637
K08197	UNI3639
K03135	UNI3642
K00764	UNI3644
K00948	UNI3666
K17945	UNI3675
K08342	UNI3678
K01952	UNI3694
K08197	UNI3700
K05535	UNI3702
K10863	UNI3703
K19984	UNI3721
K07560	UNI3724
K14307	UNI3727
K02919	UNI3733
K01082	UNI3735
K00122	UNI3742
K22522	UNI3743
K10848	UNI3747
K15075	UNI3748
K14649	UNI3758
K20285	UNI3759
K00122	UNI3764
K20102	UNI3766
K14572	UNI3778
K12471	UNI3803
K11130	UNI3804
K15147	UNI3809
K11294	UNI3811
K12193	UNI3815
K02871	UNI3827
K14566	UNI3831
K10873	UNI3832
K08517	UNI3832
K14642	UNI3836
K18624	UNI3836
K12608	UNI3850
K07497	UNI3896
K14817	UNI3897
K09272	UNI3915
K03019	UNI3915
K14817	UNI3924
K03661	UNI3939
K04802	UNI3940
K06911	UNI3943
K00264	UNI3952
K00265	UNI3952
K00266	UNI3952
K14772	UNI3954
K07126	UNI3958
K12872	UNI3964
K19791	UNI3978
K03327	UNI3982
K03256	UNI3997
K14771	UNI4003
K02987	UNI4004
K14545	UNI4005
K18716	UNI4016
K08337	UNI4022
K11422	UNI4065
K20989	UNI4070
K12849	UNI4086
K10706	UNI4098
K14998	UNI4102
K20521	UNI4106
K03537	UNI4106
K14328	UNI4127
K02935	UNI4130
K19525	UNI4144
K07200	UNI4147
K07034	UNI4154
K14556	UNI4164
K03065	UNI4165
K07101	UNI4169
K08284	UNI4174
K14306	UNI4183
K14559	UNI4187
K17778	UNI4195
K15172	UNI4199
K17086	UNI4209
K08334	UNI4209
K14552	UNI4212
K07126	UNI4218
K20102	UNI4227
K11566	UNI4237
K03456	UNI4241
K19900	UNI4245
K01875	UNI4248
K14832	UNI4249
K00670	UNI4251
K12840	UNI4261
K22493	UNI4263
K11095	UNI4265
K18749	UNI4266
K15115	UNI4275
K13113	UNI4275
K07126	UNI4280
K01653	UNI4288
K02867	UNI4290
K00621	UNI4294
K11275	UNI4299
K19564	UNI4306
K03104	UNI4309
K03540	UNI4312
K12863	UNI4314
K00654	UNI4321
K00927	UNI4342
K20474	UNI4353
K22493	UNI4356
K20792	UNI4357
K14307	UNI4360
K06685	UNI4362
K22493	UNI4363
K03469	UNI4371
K13220	UNI4392
K01613	UNI4399
K06269	UNI4411
K06100	UNI4412
K01611	UNI4423
K00819	UNI4455
K22139	UNI4465
K03259	UNI4479
K14307	UNI4486
K17943	UNI4489
K02971	UNI4489
K13116	UNI4492
K11676	UNI4493
K03126	UNI4498
K20288	UNI4506
K18716	UNI4541
K11275	UNI4542
K20311	UNI4547
K21627	UNI4565
K01940	UNI4574
K02872	UNI4577
K12736	UNI4583
K24160	UNI4588
K15156	UNI4596
K08064	UNI4597
K05767	UNI4599
K14817	UNI4626
K19782	UNI4631
K02932	UNI4632
K20353	UNI4642
K10865	UNI4644
K04627	UNI4647
K01611	UNI4653
K23107	UNI4661
K09506	UNI4695
K07937	UNI4705
K07939	UNI4705
K12863	UNI4712
K12177	UNI4712
K17945	UNI4719
K08176	UNI4721
K17302	UNI4728
K22493	UNI4745
K04079	UNI4752
K14766	UNI4755
K19791	UNI4759
K02437	UNI4761
K00507	UNI4768
K06961	UNI4776
K00764	UNI4781
K14307	UNI4788
K14772	UNI4789
K14569	UNI4801
K08197	UNI4803
K03260	UNI4806
K20989	UNI4817
K08832	UNI4829
K18721	UNI4845
K00416	UNI4862
K17945	UNI4871
K14795	UNI4872
K14567	UNI4872
K00958	UNI4884
K20372	UNI4887
K00948	UNI4900
K23314	UNI4906
K20308	UNI4916
K12598	UNI4936
K14838	UNI4938
K10842	UNI4949
K02365	UNI4953
K14842	UNI4956
K14549	UNI4961
K17945	UNI4966
K14544	UNI4980
K14310	UNI4981
K01952	UNI4986
K01293	UNI4992
K08869	UNI4992
K12846	UNI5005
K21544	UNI5007
K03843	UNI5012
K24029	UNI5012
K17600	UNI5023
K03128	UNI5027
K10747	UNI5042
K19791	UNI5044
K01194	UNI5046
K15255	UNI5062
K14796	UNI5082
K10846	UNI5089
K17945	UNI5114
K12812	UNI5120
K18468	UNI5138
K15264	UNI5142
K20316	UNI5145
K00720	UNI5169
K11254	UNI5182
K15153	UNI5185
K17945	UNI5191
K14307	UNI5199
K11254	UNI5217
K04802	UNI5220
K14443	UNI5229
K12580	UNI5232
K02135	UNI5238
K21632	UNI5252
K18721	UNI5268
K07562	UNI5269
K14823	UNI5282
K03231	UNI5288
K13095	UNI5295
K02934	UNI5296
K19900	UNI5300
K18721	UNI5312
K11088	UNI5316
K06997	UNI5318
K02543	UNI5337
K22493	UNI5338
K12486	UNI5346
K03242	UNI5353
K22448	UNI5357
K18721	UNI5363
K02896	UNI5370
K14004	UNI5377
K06677	UNI5383
K03360	UNI5387
K22494	UNI5416
K12183	UNI5420
K12879	UNI5422
K06911	UNI5424
K22493	UNI5426
K22381	UNI5435
K23719	UNI5448
K13110	UNI5449
K17945	UNI5455
K09142	UNI5471
K10863	UNI5473
K11664	UNI5475
K08342	UNI5476
K14842	UNI5482
K14312	UNI5484
K07151	UNI5493
K01078	UNI5518
K07562	UNI5523
K18721	UNI5528
K22684	UNI5531
K17945	UNI5535
K02152	UNI5537
K01868	UNI5542
K07560	UNI5549
K14018	UNI5556
K03122	UNI5572
K14290	UNI5590
K17261	UNI5591
K03253	UNI5597
K03522	UNI5603
K14543	UNI5615
K22377	UNI5623
K00122	UNI5633
K03231	UNI5643
K16841	UNI5646
K18732	UNI5651
K01251	UNI5652
K11353	UNI5653
K20989	UNI5657
K17866	UNI5657
K06276	UNI5660
K03032	UNI5666
K15172	UNI5686
K01082	UNI5693
K11275	UNI5694
K01720	UNI5697
K06699	UNI5701
K10592	UNI5707
K00012	UNI5710
K19730	UNI5741
K02867	UNI5745
K00668	UNI5764
K23314	UNI5775
K02986	UNI5775
K00720	UNI5779
K03861	UNI5793
K22493	UNI5812
K08272	UNI5816
K12260	UNI5823
K12825	UNI5832
K22493	UNI5862
K20306	UNI5866
K19900	UNI5871
K07126	UNI5881
K11563	UNI5891
K03242	UNI5893
K12606	UNI5900
K00698	UNI5901
K00683	UNI5903
K00641	UNI5916
K03115	UNI5917
K10696	UNI5922
K12846	UNI5929
K03843	UNI5934
K13220	UNI5938
K17292	UNI5939
K20896	UNI5947
K07497	UNI5947
K14840	UNI5950
K22448	UNI5953
K03028	UNI5954
K08139	UNI5960
K11886	UNI5972
K00767	UNI5973
K01082	UNI5973
K09248	UNI5977
K17600	UNI5991
K09540	UNI6003
K20405	UNI6006
K11253	UNI6009
K14262	UNI6012
K08272	UNI6018
K20363	UNI6020
K00419	UNI6021
K07151	UNI6025
K12373	UNI6026
K02736	UNI6032
K14790	UNI6033
K12199	UNI6035
K14443	UNI6040
K08336	UNI6044
K15026	UNI6047
K07126	UNI6047
K05767	UNI6050
K17673	UNI6052
K16732	UNI6052
K01537	UNI6059
K09486	UNI6059
K08197	UNI6060
K17973	UNI6062
K00661	UNI6062
K02870	UNI6063
K01752	UNI6070
K01027	UNI6077
K17945	UNI6078
K00549	UNI6079
K24139	UNI6080
K08711	UNI6092
K14813	UNI6111
K20989	UNI6114
K18588	UNI6121
K17261	UNI6124
K02903	UNI6125
K14821	UNI6127
K02910	UNI6147
K14307	UNI6155
K11253	UNI6156
K14709	UNI6182
K06874	UNI6214
K11253	UNI6218
K17553	UNI6223
K00560	UNI6224
K23565	UNI6225
K05754	UNI6237
K01114	UNI6244
K15111	UNI6247
K14849	UNI6247
K14541	UNI6251
K01941	UNI6251
K01457	UNI6251
K00365	UNI6252
K14307	UNI6253
K22448	UNI6264
K01422	UNI6266
K01480	UNI6268
K06699	UNI6271
K11294	UNI6275
K14822	UNI6290
K02152	UNI6295
K12412	UNI6297
K08711	UNI6308
K12825	UNI6309
K07442	UNI6314
K22493	UNI6315
K14289	UNI6323
K14788	UNI6326
K03348	UNI6328
K02358	UNI6328
K01082	UNI6333
K13195	UNI6348
K20403	UNI6350
K09466	UNI6352
K14307	UNI6356
K00948	UNI6365
K13220	UNI6388
K22493	UNI6390
K14780	UNI6397
K18725	UNI6397
K01455	UNI6398
K00615	UNI6399
K01689	UNI6408
K03537	UNI6425
K12735	UNI6430
K10842	UNI6442
K15204	UNI6451
K14768	UNI6455
K06944	UNI6458
K14554	UNI6459
K03380	UNI6461
K20826	UNI6467
K06901	UNI6471
K01426	UNI6471
K15151	UNI6472
K01735	UNI6482
K17669	UNI6483
K11275	UNI6486
K12182	UNI6488
K11253	UNI6494
K14859	UNI6510
K19900	UNI6524
K01268	UNI6530
K00809	UNI6530
K21850	UNI6533
K12190	UNI6534
K02975	UNI6540
K14360	UNI6548
K14572	UNI6556
K00667	UNI6559
K05294	UNI6561
K14328	UNI6563
K02983	UNI6571
K14007	UNI6577
K04728	UNI6578
K21850	UNI6586
K22762	UNI6588
K08339	UNI6589
K02977	UNI6609
K13121	UNI6610
K03022	UNI6613
K14557	UNI6620
K17945	UNI6632
K08139	UNI6663
K03455	UNI6668
K07126	UNI6669
K02257	UNI6673
K06874	UNI6685
K00844	UNI6687
K07870	UNI6695
K08516	UNI6696
K03122	UNI6699
K08337	UNI6703
K22381	UNI6715
K18722	UNI6722
K01012	UNI6724
K01870	UNI6729
K22485	UNI6738
K02936	UNI6745
K16261	UNI6752
K00986	UNI6759
K09499	UNI6768
K09506	UNI6775
K07232	UNI6775
K14533	UNI6776
K15073	UNI6776
K14307	UNI6782
K10570	UNI6785
K00108	UNI6788
K22686	UNI6789
K20361	UNI6792
K05917	UNI6795
K20463	UNI6798
K16833	UNI6801
K22493	UNI6823
K13110	UNI6832
K03033	UNI6833
K20304	UNI6836
